Asset Event Count (by Type),,,
Shows number of events per event type and asset,,,
Report Parameters,,,
StartTimeFilter: 31/12/2017 06:17:00 GMT,,,
EndTimeFilter: 07/01/2018 06:17:00 GMT,,,
Language: English,,,
Asset,,Event Type,Occurrences
V00945 C-53575,,Ignition On,40
V00945 C-53575,,Tag In,40
V00945 C-53575,,Heartbeat,14
V00945 C-53575,,Harsh Cornering,12
V00945 C-53575,,Power Up,2
V00945 C-53575,,Harsh Acceleration,4
V00945 C-53575,,Idle End,2
V00945 C-53575,,Idle Start,3
V00945 C-53575,Count: 12,,Sum: 1181
V00946 C-52632,,,
V00946 C-52632,,Journey Periodic,636
V00946 C-52632,,Ignition On,35
V00946 C-52632,,Tag In,35
V00946 C-52632,,Tag Out,34
V00946 C-52632,,Journey Summary,34
V00946 C-52632,,Ignition Off,35
V00946 C-52632,,Heartbeat,13
V00946 C-52632,,Idle End,2
V00946 C-52632,,Idle Start,2
V00946 C-52632,,Harsh Cornering,5
V00946 C-52632,,Harsh Acceleration,5
V00946 C-52632,,Power Up,5
V00946 C-52632,Count: 12,,Sum: 841
V00947 C-54028,,,
V00947 C-54028,,Journey Summary,18
V00947 C-54028,,Ignition Off,18
V00947 C-54028,,Journey Periodic,332
V00947 C-54028,,Ignition On,18
V00947 C-54028,,Tag In,15
V00947 C-54028,,Tag Out,14
V00947 C-54028,,Harsh Cornering,8
V00947 C-54028,,Power Up,9
V00947 C-54028,,Heartbeat,14
V00947 C-54028,,Harsh Acceleration,8
V00947 C-54028,,Geofence Exit,2
V00947 C-54028,,Geofence Entry,2
V00947 C-54028,,Harsh RPM,9
V00947 C-54028,,Overspeed End,2
V00947 C-54028,,Overspeed Start,2
V00947 C-54028,,Harsh Deceleration,1
V00947 C-54028,Count: 16,,Sum: 472
V00948 C-53673,,,
V00948 C-53673,,Heartbeat,17
V00948 C-53673,,Tag Out,11
V00948 C-53673,,Journey Summary,11
V00948 C-53673,,Ignition Off,11
V00948 C-53673,,Journey Periodic,52
V00948 C-53673,,Ignition On,11
V00948 C-53673,,Tag In,11
V00948 C-53673,,Power Up,9
V00948 C-53673,,Idle Start,1
V00948 C-53673,Count: 9,,Sum: 134
V00949 C-52336,,,
V00949 C-52336,,Journey Periodic,87
V00949 C-52336,,Power Up,8
V00949 C-52336,,Ignition On,24
V00949 C-52336,,Tag In,24
V00949 C-52336,,Heartbeat,15
V00949 C-52336,,Tag Out,23
V00949 C-52336,,Journey Summary,22
V00949 C-52336,,Ignition Off,22
V00949 C-52336,,Harsh Acceleration,6
V00949 C-52336,,Harsh RPM,4
V00949 C-52336,,Harsh Cornering,2
V00949 C-52336,Count: 11,,Sum: 237
V00950 C-54784,,,
V00950 C-54784,,Power Up,11
V00950 C-54784,,Heartbeat,12
V00950 C-54784,,Tag Out,6
V00950 C-54784,,Journey Summary,5
V00950 C-54784,,Ignition Off,5
V00950 C-54784,,Journey Periodic,89
V00950 C-54784,,Idle End,2
V00950 C-54784,,Idle Start,2
V00950 C-54784,,Ignition On,5
V00950 C-54784,,Tag In,6
V00950 C-54784,Count: 10,,Sum: 143
V00951 C-54798,,,
V00951 C-54798,,Tag Out,22
V00951 C-54798,,Journey Summary,22
V00951 C-54798,,Ignition Off,22
V00951 C-54798,,Journey Periodic,376
V00951 C-54798,,Harsh Cornering,16
V00951 C-54798,,Ignition On,22
V00951 C-54798,,Tag In,22
V00951 C-54798,,Harsh Acceleration,9
V00951 C-54798,,Geofence Exit,4
V00951 C-54798,,Geofence Entry,4
V00951 C-54798,,Heartbeat,8
V00951 C-54798,,External Power Restore,2
V00951 C-54798,,External Power Loss,1
V00951 C-54798,,Power Up,3
V00951 C-54798,,Idle Start,2
V00951 C-54798,,Idle End,1
V00951 C-54798,Count: 16,,Sum: 536
V00952 C-52454,,,
V00952 C-52454,,Tag Out,16
V00952 C-52454,,Journey Summary,16
V00952 C-52454,,Ignition Off,16
V00952 C-52454,,Journey Periodic,600
V00952 C-52454,,Harsh Cornering,6
V00952 C-52454,,Power Up,7
V00952 C-52454,,Ignition On,16
V00952 C-52454,,Tag In,16
V00952 C-52454,,Heartbeat,14
V00952 C-52454,,Harsh Acceleration,6
V00952 C-52454,,Harsh RPM,1
V00952 C-52454,,Idle End,2
V00952 C-52454,,Idle Start,2
V00952 C-52454,Count: 13,,Sum: 718
V00953 C-53762,,,
V00953 C-53762,,Tag Out,45
V00953 C-53762,,Journey Summary,45
V00953 C-53762,,Ignition Off,45
V00953 C-53762,,Journey Periodic,782
V00953 C-53762,,Ignition On,49
V00953 C-53762,,Tag In,45
V00953 C-53762,,Heartbeat,15
V00953 C-53762,,Harsh Cornering,5
V00953 C-53762,,Harsh Acceleration,12
V00953 C-53762,,Power Up,7
V00953 C-53762,,External Power Restore,2
V00953 C-53762,,External Power Loss,2
V00953 C-53762,,Idle End,3
V00953 C-53762,,Idle Start,3
V00953 C-53762,,Harsh Deceleration,1
V00953 C-53762,Count: 15,,Sum: 1061
V00954 A-73896,,,
V00954 A-73896,,Tag Out,21
V00954 A-73896,,Journey Summary,21
V00954 A-73896,,Ignition Off,21
V00954 A-73896,,Journey Periodic,375
V00954 A-73896,,Harsh Acceleration,14
V00954 A-73896,,Ignition On,21
V00954 A-73896,,Tag In,21
V00954 A-73896,,Heartbeat,14
V00954 A-73896,,Harsh RPM,2
V00954 A-73896,,Geofence Exit,5
V00954 A-73896,,Geofence Entry,5
V00954 A-73896,,Harsh Cornering,10
V00954 A-73896,,Idle End,2
V00954 A-73896,,Idle Start,3
V00954 A-73896,,Power Up,3
V00954 A-73896,Count: 15,,Sum: 538
V00955 C-52530,,,
V00955 C-52530,,Tag Out,43
V00955 C-52530,,Journey Summary,46
V00955 C-52530,,Ignition Off,46
V00955 C-52530,,Journey Periodic,1596
V00955 C-52530,,Ignition On,47
V00955 C-52530,,Tag In,43
V00955 C-52530,,Harsh Acceleration,50
V00955 C-52530,,Geofence Exit,36
V00955 C-52530,,Geofence Entry,36
V00955 C-52530,,Harsh Cornering,33
V00955 C-52530,,Power Up,3
V00955 C-52530,,Heartbeat,13
V00955 C-52530,,Harsh RPM,25
V00955 C-52530,,Idle End,2
V00955 C-52530,,Idle Start,2
V00955 C-52530,,Harsh Deceleration,2
V00955 C-52530,Count: 16,,Sum: 2023
V00956 I-17946,,,
V00956 I-17946,,Tag Out,47
V00956 I-17946,,Journey Summary,47
V00956 I-17946,,Ignition Off,47
V00956 I-17946,,Journey Periodic,940
V00956 I-17946,,Ignition On,47
V00956 I-17946,,Tag In,47
V00956 I-17946,,Harsh Acceleration,40
V00956 I-17946,,Harsh RPM,37
V00956 I-17946,,Heartbeat,14
V00956 I-17946,,Harsh Cornering,28
V00956 I-17946,,Overspeed End,11
V00956 I-17946,,Overspeed Start,11
V00956 I-17946,,Harsh Deceleration,3
V00956 I-17946,,External Power Restore,1
V00956 I-17946,,External Power Loss,1
V00956 I-17946,Count: 15,,Sum: 1321
V00957 D-14210,,,
V00957 D-14210,,Journey Periodic,734
V00957 D-14210,,Idle Start,4
V00957 D-14210,,Harsh Acceleration,10
V00957 D-14210,,Ignition On,35
V00957 D-14210,,Tag In,33
V00957 D-14210,,Tag Out,32
V00957 D-14210,,Journey Summary,33
V00957 D-14210,,Ignition Off,33
V00957 D-14210,,Heartbeat,15
V00957 D-14210,,Power Up,4
V00957 D-14210,,Harsh Cornering,14
V00957 D-14210,,Idle End,2
V00957 D-14210,,Geofence Exit,1
V00957 D-14210,,Geofence Entry,1
V00957 D-14210,Count: 14,,Sum: 951
V00958 I-54428,,,
V00958 I-54428,,Journey Periodic,543
V00958 I-54428,,Ignition On,36
V00958 I-54428,,Tag In,33
V00958 I-54428,,Tag Out,32
V00958 I-54428,,Journey Summary,31
V00958 I-54428,,Ignition Off,32
V00958 I-54428,,Overspeed End,39
V00958 I-54428,,Overspeed Start,37
V00958 I-54428,,Harsh RPM,31
V00958 I-54428,,Harsh Acceleration,13
V00958 I-54428,,Harsh Cornering,30
V00958 I-54428,,Heartbeat,14
V00958 I-54428,,Idle End,1
V00958 I-54428,,Idle Start,1
V00958 I-54428,,Power Up,2
V00958 I-54428,,External Power Restore,2
V00958 I-54428,,External Power Loss,2
V00958 I-54428,Count: 17,,Sum: 879
V00959 I-49401,,,
V00959 I-49401,,Tag Out,28
V00959 I-49401,,Journey Summary,28
V00959 I-49401,,Ignition Off,28
V00959 I-49401,,Journey Periodic,498
V00959 I-49401,,Ignition On,28
V00959 I-49401,,Tag In,28
V00959 I-49401,,Harsh Acceleration,13
V00959 I-49401,,Harsh RPM,1
V00959 I-49401,,Harsh Cornering,3
V00959 I-49401,,Heartbeat,13
V00959 I-49401,,Idle Start,1
V00959 I-49401,,Power Up,5
V00959 I-49401,Count: 12,,Sum: 674
V00960 I-79618,,,
V00960 I-79618,,Tag Out,38
V00960 I-79618,,Journey Summary,38
V00960 I-79618,,Ignition Off,38
V00960 I-79618,,Journey Periodic,432
V00960 I-79618,,Ignition On,38
V00960 I-79618,,Tag In,38
V00960 I-79618,,Heartbeat,13
V00960 I-79618,,Power Up,3
V00960 I-79618,,Harsh Acceleration,15
V00960 I-79618,,Harsh RPM,3
V00960 I-79618,,External Power Restore,2
V00960 I-79618,,External Power Loss,2
V00960 I-79618,,Idle End,1
V00960 I-79618,,Idle Start,1
V00960 I-79618,,Harsh Cornering,10
V00960 I-79618,,Geofence Exit,2
V00960 I-79618,,Geofence Entry,2
V00960 I-79618,Count: 17,,Sum: 676
V00961 J-24090,,,
V00961 J-24090,,Tag Out,26
V00961 J-24090,,Journey Summary,27
V00961 J-24090,,Ignition Off,27
V00961 J-24090,,Journey Periodic,379
V00961 J-24090,,Ignition On,27
V00961 J-24090,,Tag In,26
V00961 J-24090,,Power Up,11
V00961 J-24090,,Heartbeat,18
V00961 J-24090,,Harsh RPM,2
V00961 J-24090,,Harsh Acceleration,13
V00961 J-24090,,Overspeed End,1
V00961 J-24090,,Overspeed Start,1
V00961 J-24090,,External Power Restore,1
V00961 J-24090,,External Power Loss,1
V00961 J-24090,,Harsh Cornering,1
V00961 J-24090,Count: 15,,Sum: 561
V00962 I-47881,,,
V00962 I-47881,,Tag Out,47
V00962 I-47881,,Journey Summary,47
V00962 I-47881,,Ignition Off,47
V00962 I-47881,,Journey Periodic,814
V00962 I-47881,,Ignition On,47
V00962 I-47881,,Tag In,47
V00962 I-47881,,Harsh Cornering,34
V00962 I-47881,,Harsh Acceleration,26
V00962 I-47881,,Heartbeat,14
V00962 I-47881,,Geofence Exit,5
V00962 I-47881,,Geofence Entry,5
V00962 I-47881,,Overspeed End,8
V00962 I-47881,,Overspeed Start,9
V00962 I-47881,Count: 13,,Sum: 1150
V00963 K-10206,,,
V00963 K-10206,,External Power Restore,1
V00963 K-10206,,External Power Loss,1
V00963 K-10206,,Power Up,12
V00963 K-10206,,Journey Summary,8
V00963 K-10206,,Ignition Off,8
V00963 K-10206,,Ignition On,11
V00963 K-10206,,Journey Periodic,297
V00963 K-10206,,Tag In,8
V00963 K-10206,,Tag Out,7
V00963 K-10206,,Harsh Cornering,15
V00963 K-10206,,Geofence Exit,11
V00963 K-10206,,Geofence Entry,11
V00963 K-10206,,Heartbeat,14
V00963 K-10206,,Harsh Acceleration,14
V00963 K-10206,,Harsh RPM,1
V00963 K-10206,Count: 15,,Sum: 419
V00965 I-49307,,,
V00965 I-49307,,Tag Out,21
V00965 I-49307,,Journey Summary,22
V00965 I-49307,,Ignition Off,22
V00965 I-49307,,Journey Periodic,488
V00965 I-49307,,Harsh Cornering,19
V00965 I-49307,,Geofence Exit,4
V00965 I-49307,,Geofence Entry,4
V00965 I-49307,,Harsh Acceleration,12
V00965 I-49307,,Power Up,5
V00965 I-49307,,Ignition On,25
V00965 I-49307,,Tag In,22
V00965 I-49307,,Heartbeat,13
V00965 I-49307,,External Power Restore,4
V00965 I-49307,,External Power Loss,5
V00965 I-49307,Count: 14,,Sum: 666
V00966 D-97995,,,
V00967 I-49234,,,
V00967 I-49234,,Tag Out,67
V00967 I-49234,,Journey Summary,67
V00967 I-49234,,Ignition Off,67
V00967 I-49234,,Journey Periodic,1571
V00967 I-49234,,Ignition On,67
V00967 I-49234,,Tag In,67
V00967 I-49234,,Overspeed End,53
V00967 I-49234,,Overspeed Start,53
V00967 I-49234,,Harsh Cornering,67
V00967 I-49234,,Harsh Deceleration,9
V00967 I-49234,,Heartbeat,14
V00967 I-49234,,Harsh Acceleration,37
V00967 I-49234,,Harsh RPM,16
V00967 I-49234,,Idle Start,4
V00967 I-49234,,Idle End,2
V00967 I-49234,Count: 15,,Sum: 2161
V00968 K-69322,,,
V00968 K-69322,,Tag Out,19
V00968 K-69322,,Journey Summary,20
V00968 K-69322,,Ignition Off,20
V00968 K-69322,,Journey Periodic,462
V00968 K-69322,,Ignition On,20
V00968 K-69322,,Tag In,19
V00968 K-69322,,Harsh Acceleration,12
V00968 K-69322,,Power Up,8
V00968 K-69322,,Heartbeat,16
V00968 K-69322,,Harsh Cornering,14
V00968 K-69322,,Harsh RPM,10
V00968 K-69322,Count: 11,,Sum: 620
V00969 D-95880,,,
V00969 D-95880,,Tag Out,26
V00969 D-95880,,Journey Summary,26
V00969 D-95880,,Ignition Off,26
V00969 D-95880,,Journey Periodic,599
V00969 D-95880,,Idle Start,1
V00969 D-95880,,Harsh Cornering,10
V00969 D-95880,,Power Up,5
V00969 D-95880,,Ignition On,26
V00969 D-95880,,Tag In,26
V00969 D-95880,,Heartbeat,13
V00969 D-95880,,Harsh Acceleration,10
V00969 D-95880,,Geofence Exit,6
V00969 D-95880,,Geofence Entry,7
V00969 D-95880,Count: 13,,Sum: 781
V00970 D-16374,,,
V00970 D-16374,,Tag Out,17
V00970 D-16374,,Journey Summary,17
V00970 D-16374,,Ignition Off,17
V00970 D-16374,,Journey Periodic,524
V00970 D-16374,,Harsh Cornering,11
V00970 D-16374,,Power Up,9
V00970 D-16374,,Ignition On,17
V00970 D-16374,,Tag In,17
V00970 D-16374,,Heartbeat,14
V00970 D-16374,,Harsh Acceleration,3
V00970 D-16374,,Geofence Exit,4
V00970 D-16374,,Geofence Entry,4
V00970 D-16374,Count: 12,,Sum: 654
V00971 E-75267,,,
V00971 E-75267,,Tag Out,50
V00971 E-75267,,Journey Summary,50
V00971 E-75267,,Ignition Off,50
V00971 E-75267,,Journey Periodic,997
V00971 E-75267,,Geofence Exit,5
V00971 E-75267,,Geofence Entry,5
V00971 E-75267,,Harsh Cornering,30
V00971 E-75267,,Ignition On,50
V00971 E-75267,,Tag In,50
V00971 E-75267,,Harsh Acceleration,23
V00971 E-75267,,Heartbeat,14
V00971 E-75267,,Harsh Deceleration,2
V00971 E-75267,,Harsh RPM,4
V00971 E-75267,,Overspeed End,5
V00971 E-75267,,Overspeed Start,5
V00971 E-75267,Count: 15,,Sum: 1340
V00972 D-14632,,,
V00972 D-14632,,Tag Out,56
V00972 D-14632,,Journey Summary,60
V00972 D-14632,,Ignition Off,60
V00972 D-14632,,Journey Periodic,1748
V00972 D-14632,,Harsh Acceleration,9
V00972 D-14632,,Harsh Cornering,13
V00972 D-14632,,Geofence Exit,21
V00972 D-14632,,Geofence Entry,21
V00972 D-14632,,Ignition On,60
V00972 D-14632,,Tag In,56
V00972 D-14632,,Heartbeat,14
V00972 D-14632,,Idle Start,8
V00972 D-14632,,Idle End,4
V00972 D-14632,,Overspeed End,7
V00972 D-14632,,Overspeed Start,7
V00972 D-14632,,Harsh Deceleration,3
V00972 D-14632,Count: 16,,Sum: 2147
V00973 K-69324,,,
V00973 K-69324,,Tag Out,41
V00973 K-69324,,Journey Summary,41
V00973 K-69324,,Ignition Off,41
V00973 K-69324,,Journey Periodic,906
V00973 K-69324,,Ignition On,41
V00973 K-69324,,Tag In,42
V00973 K-69324,,Harsh Cornering,34
V00973 K-69324,,Harsh Acceleration,21
V00973 K-69324,,Heartbeat,14
V00973 K-69324,,Geofence Exit,4
V00973 K-69324,,Geofence Entry,4
V00973 K-69324,,Harsh Deceleration,2
V00973 K-69324,,Harsh RPM,1
V00973 K-69324,,Power Up,3
V00973 K-69324,Count: 14,,Sum: 1195
V00974 C-41770,,,
V00974 C-41770,,Tag Out,58
V00974 C-41770,,Journey Summary,57
V00974 C-41770,,Ignition Off,58
V00974 C-41770,,Journey Periodic,1113
V00974 C-41770,,Ignition On,58
V00974 C-41770,,Tag In,58
V00974 C-41770,,Harsh RPM,2
V00974 C-41770,,Power Up,2
V00974 C-41770,,Heartbeat,14
V00974 C-41770,,Harsh Cornering,41
V00974 C-41770,,Harsh Acceleration,15
V00974 C-41770,,Overspeed End,2
V00974 C-41770,,Overspeed Start,2
V00974 C-41770,,Harsh Deceleration,1
V00974 C-41770,Count: 14,,Sum: 1481
V00975 E-78438,,,
V00975 E-78438,,Tag Out,55
V00975 E-78438,,Journey Summary,57
V00975 E-78438,,Ignition Off,57
V00975 E-78438,,Journey Periodic,1121
V00975 E-78438,,Harsh Acceleration,46
V00975 E-78438,,Harsh RPM,5
V00975 E-78438,,Harsh Cornering,40
V00975 E-78438,,Ignition On,57
V00975 E-78438,,Tag In,56
V00975 E-78438,,Power Up,5
V00975 E-78438,,Heartbeat,15
V00975 E-78438,,Harsh Deceleration,1
V00975 E-78438,,Idle End,2
V00975 E-78438,,Idle Start,2
V00975 E-78438,,Geofence Exit,3
V00975 E-78438,,Geofence Entry,3
V00975 E-78438,Count: 16,,Sum: 1525
V00976 C-24106,,,
V00976 C-24106,,Heartbeat,14
V00976 C-24106,,Tag Out,71
V00976 C-24106,,Journey Summary,71
V00976 C-24106,,Ignition Off,71
V00976 C-24106,,Ignition On,71
V00976 C-24106,,Tag In,71
V00976 C-24106,,Journey Periodic,915
V00976 C-24106,,Harsh Cornering,27
V00976 C-24106,,Overspeed End,79
V00976 C-24106,,Overspeed Start,80
V00976 C-24106,,Harsh RPM,3
V00976 C-24106,,External Power Restore,2
V00976 C-24106,,External Power Loss,2
V00976 C-24106,,Harsh Acceleration,6
V00976 C-24106,Count: 14,,Sum: 1483
V00977 C-27016,,,
V00977 C-27016,,Tag Out,34
V00977 C-27016,,Journey Summary,36
V00977 C-27016,,Ignition Off,36
V00977 C-27016,,Journey Periodic,1258
V00977 C-27016,,Ignition On,35
V00977 C-27016,,Tag In,33
V00977 C-27016,,Heartbeat,14
V00977 C-27016,,Harsh Acceleration,10
V00977 C-27016,,Harsh Cornering,13
V00977 C-27016,,Idle End,2
V00977 C-27016,,Idle Start,2
V00977 C-27016,,Harsh RPM,1
V00977 C-27016,,Geofence Exit,1
V00977 C-27016,,Geofence Entry,1
V00977 C-27016,,Power Up,1
V00977 C-27016,,Harsh Deceleration,1
V00977 C-27016,Count: 16,,Sum: 1478
V00978 D-14966,,,
V00978 D-14966,,Tag Out,70
V00978 D-14966,,Journey Summary,71
V00978 D-14966,,Ignition Off,71
V00978 D-14966,,Journey Periodic,1488
V00978 D-14966,,Ignition On,72
V00978 D-14966,,Tag In,70
V00978 D-14966,,Harsh Acceleration,4
V00978 D-14966,,Geofence Exit,2
V00978 D-14966,,Geofence Entry,2
V00978 D-14966,,Harsh Cornering,5
V00978 D-14966,,Heartbeat,13
V00978 D-14966,,Power Up,5
V00978 D-14966,,Overspeed End,1
V00978 D-14966,,Overspeed Start,1
V00978 D-14966,,Harsh RPM,1
V00978 D-14966,,Harsh Deceleration,1
V00978 D-14966,,Idle End,4
V00978 D-14966,,Idle Start,5
V00978 D-14966,Count: 18,,Sum: 1886
V00979 E-78354,,,
V00979 E-78354,,Tag Out,34
V00979 E-78354,,Journey Summary,34
V00979 E-78354,,Ignition Off,34
V00979 E-78354,,Journey Periodic,736
V00979 E-78354,,Harsh Acceleration,20
V00979 E-78354,,Harsh RPM,2
V00979 E-78354,,Geofence Exit,18
V00979 E-78354,,Geofence Entry,19
V00979 E-78354,,Harsh Cornering,18
V00979 E-78354,,Ignition On,34
V00979 E-78354,,Tag In,34
V00979 E-78354,,Heartbeat,14
V00979 E-78354,,Power Up,1
V00979 E-78354,,Harsh Deceleration,1
V00979 E-78354,Count: 14,,Sum: 999
V00980 C-39761,,,
V00980 C-39761,,Tag Out,48
V00980 C-39761,,Journey Summary,48
V00980 C-39761,,Ignition Off,48
V00980 C-39761,,Journey Periodic,1919
V00980 C-39761,,Ignition On,47
V00980 C-39761,,Tag In,47
V00980 C-39761,,Heartbeat,16
V00980 C-39761,,Harsh Cornering,27
V00980 C-39761,,Harsh Acceleration,17
V00980 C-39761,,External Power Restore,1
V00980 C-39761,,External Power Loss,1
V00980 C-39761,,Idle End,3
V00980 C-39761,,Idle Start,5
V00980 C-39761,,Power Up,1
V00980 C-39761,Count: 14,,Sum: 2228
V00981 C-90478,,,
V00981 C-90478,,Journey Periodic,2952
V00981 C-90478,,Idle Start,12
V00981 C-90478,,Ignition On,64
V00981 C-90478,,Tag In,62
V00981 C-90478,,Tag Out,62
V00981 C-90478,,Journey Summary,63
V00981 C-90478,,Ignition Off,64
V00981 C-90478,,Idle End,10
V00981 C-90478,,Heartbeat,14
V00981 C-90478,,Harsh Cornering,8
V00981 C-90478,Count: 10,,Sum: 3311
V00982 D-23672,,,
V00982 D-23672,,Tag Out,42
V00982 D-23672,,Journey Summary,44
V00982 D-23672,,Ignition Off,44
V00982 D-23672,,Journey Periodic,832
V00982 D-23672,,Ignition On,44
V00982 D-23672,,Tag In,42
V00982 D-23672,,Harsh Cornering,10
V00982 D-23672,,Heartbeat,14
V00982 D-23672,,Harsh Acceleration,12
V00982 D-23672,,Idle End,3
V00982 D-23672,,Idle Start,3
V00982 D-23672,,Power Up,5
V00982 D-23672,Count: 12,,Sum: 1095
V00983 D-46653,,,
V00983 D-46653,,Journey Periodic,205
V00983 D-46653,,Harsh Cornering,1
V00983 D-46653,,Ignition On,17
V00983 D-46653,,Tag In,16
V00983 D-46653,,Tag Out,15
V00983 D-46653,,Journey Summary,18
V00983 D-46653,,Ignition Off,16
V00983 D-46653,,Heartbeat,13
V00983 D-46653,,Idle Start,1
V00983 D-46653,Count: 9,,Sum: 302
V00984 D-47188,,,
V00984 D-47188,,Journey Periodic,656
V00984 D-47188,,Ignition On,46
V00984 D-47188,,Tag In,48
V00984 D-47188,,Tag Out,47
V00984 D-47188,,Journey Summary,46
V00984 D-47188,,Ignition Off,45
V00984 D-47188,,Heartbeat,12
V00984 D-47188,,Idle Start,1
V00984 D-47188,,Power Up,3
V00984 D-47188,,Harsh Cornering,33
V00984 D-47188,,Geofence Exit,1
V00984 D-47188,,Geofence Entry,1
V00984 D-47188,,Harsh Acceleration,6
V00984 D-47188,,External Power Restore,4
V00984 D-47188,,External Power Loss,4
V00984 D-47188,Count: 15,,Sum: 953
V00985 D-61842,,,
V00985 D-61842,,Tag Out,25
V00985 D-61842,,Journey Summary,25
V00985 D-61842,,Ignition Off,25
V00985 D-61842,,Journey Periodic,492
V00985 D-61842,,Harsh Acceleration,12
V00985 D-61842,,Ignition On,25
V00985 D-61842,,Tag In,25
V00985 D-61842,,Heartbeat,14
V00985 D-61842,,Harsh Cornering,7
V00985 D-61842,Count: 9,,Sum: 650
V00986 A-53290,,,
V00986 A-53290,,Tag Out,17
V00986 A-53290,,Journey Summary,12
V00986 A-53290,,Ignition Off,12
V00986 A-53290,,Journey Periodic,73
V00986 A-53290,,Ignition On,12
V00986 A-53290,,Tag In,18
V00986 A-53290,,Heartbeat,15
V00986 A-53290,,Power Up,9
V00986 A-53290,,Idle End,1
V00986 A-53290,,Idle Start,1
V00986 A-53290,,External Power Restore,2
V00986 A-53290,,External Power Loss,2
V00986 A-53290,Count: 12,,Sum: 174
V00987 L-40877,,,
V00987 L-40877,,Tag Out,51
V00987 L-40877,,Journey Summary,52
V00987 L-40877,,Ignition Off,52
V00987 L-40877,,Journey Periodic,1448
V00987 L-40877,,Harsh Cornering,28
V00987 L-40877,,Ignition On,52
V00987 L-40877,,Tag In,51
V00987 L-40877,,Heartbeat,14
V00987 L-40877,,Power Up,2
V00987 L-40877,,Idle End,2
V00987 L-40877,,Idle Start,2
V00987 L-40877,Count: 11,,Sum: 1754
V00988 L-39941,,,
V00988 L-39941,,Journey Summary,48
V00988 L-39941,,Ignition Off,48
V00988 L-39941,,Journey Periodic,1024
V00988 L-39941,,Ignition On,48
V00988 L-39941,,Tag In,48
V00988 L-39941,,Tag Out,47
V00988 L-39941,,Harsh Cornering,15
V00988 L-39941,,Overspeed End,4
V00988 L-39941,,Overspeed Start,4
V00988 L-39941,,Harsh Acceleration,23
V00988 L-39941,,Heartbeat,14
V00988 L-39941,,Idle End,5
V00988 L-39941,,Idle Start,5
V00988 L-39941,,Power Up,7
V00988 L-39941,,Geofence Exit,1
V00988 L-39941,,Geofence Entry,1
V00988 L-39941,Count: 16,,Sum: 1342
V00989 C-41693,,,
V00989 C-41693,,Heartbeat,12
V00989 C-41693,,Tag Out,23
V00989 C-41693,,Journey Summary,23
V00989 C-41693,,Ignition Off,23
V00989 C-41693,,Journey Periodic,274
V00989 C-41693,,Ignition On,23
V00989 C-41693,,Tag In,23
V00989 C-41693,,Idle Start,6
V00989 C-41693,,Power Up,6
V00989 C-41693,,Harsh Acceleration,2
V00989 C-41693,,Idle End,3
V00989 C-41693,Count: 11,,Sum: 418
V00990 C-41785,,,
V00991 I-87057,,,
V00991 I-87057,,Tag Out,47
V00991 I-87057,,Journey Summary,45
V00991 I-87057,,Ignition Off,47
V00991 I-87057,,Journey Periodic,741
V00991 I-87057,,Harsh Acceleration,9
V00991 I-87057,,Ignition On,45
V00991 I-87057,,Tag In,47
V00991 I-87057,,Harsh Cornering,13
V00991 I-87057,,Geofence Exit,2
V00991 I-87057,,Geofence Entry,2
V00991 I-87057,,Heartbeat,14
V00991 I-87057,,Power Up,1
V00991 I-87057,Count: 12,,Sum: 1013
V00992 B-71286,,,
V00992 B-71286,,Tag Out,60
V00992 B-71286,,Journey Summary,63
V00992 B-71286,,Ignition Off,63
V00992 B-71286,,Journey Periodic,2018
V00992 B-71286,,Harsh Cornering,33
V00992 B-71286,,Idle End,4
V00992 B-71286,,Idle Start,4
V00992 B-71286,,Harsh Acceleration,31
V00992 B-71286,,Geofence Exit,33
V00992 B-71286,,Geofence Entry,33
V00992 B-71286,,Ignition On,62
V00992 B-71286,,Tag In,59
V00992 B-71286,,Heartbeat,14
V00992 B-71286,Count: 13,,Sum: 2477
V00993 L-40027,,,
V00993 L-40027,,Tag Out,58
V00993 L-40027,,Journey Summary,58
V00993 L-40027,,Ignition Off,58
V00993 L-40027,,Journey Periodic,567
V00993 L-40027,,Ignition On,58
V00993 L-40027,,Tag In,58
V00993 L-40027,,Heartbeat,14
V00993 L-40027,,Harsh Cornering,13
V00993 L-40027,,Harsh Acceleration,7
V00993 L-40027,Count: 9,,Sum: 891
V00994 L-40980,,,
V00994 L-40980,,Tag Out,29
V00994 L-40980,,Journey Summary,29
V00994 L-40980,,Ignition Off,30
V00994 L-40980,,Journey Periodic,1422
V00994 L-40980,,Ignition On,29
V00994 L-40980,,Tag In,29
V00994 L-40980,,Harsh Deceleration,4
V00994 L-40980,,Harsh Acceleration,17
V00994 L-40980,,Geofence Exit,11
V00994 L-40980,,Geofence Entry,12
V00994 L-40980,,Heartbeat,13
V00994 L-40980,,Harsh Cornering,15
V00994 L-40980,,Power Up,3
V00994 L-40980,,Overspeed End,7
V00994 L-40980,,Overspeed Start,7
V00994 L-40980,,External Power Restore,1
V00994 L-40980,,External Power Loss,1
V00994 L-40980,Count: 17,,Sum: 1659
V00995 I-87939,,,
V00995 I-87939,,Tag Out,61
V00995 I-87939,,Journey Summary,60
V00995 I-87939,,Ignition Off,60
V00995 I-87939,,Journey Periodic,1420
V00995 I-87939,,Ignition On,59
V00995 I-87939,,Tag In,61
V00995 I-87939,,Heartbeat,15
